"kge_HYPE_Obs","kge_PRMS_Obs","kgeRAVEN_Obs","kge_HYPE_RAVEN","kge_HYPE_PRMS","kge_PRMS_RAVEN","nse_HYPE_Obs","nse_PRMS_Obs","nse_RAVEN_Obs","nse_HYPE_PRMS","nse_HYPE_RAVEN","nse_PRMS_RAVEN","lnse_HYPE_Obs","lnse_PRMS_Obs","lnse_RAVEN_Obs","lnse_HYPE_PRMS","lnse_HYPE_RAVEN","lnse_PRMS_RAVEN","gauge_name"
0.371146372363635,0.294852276748355,0.205039699570229,0.279338617878583,0.735797178693493,0.617957616846621,0.285014024042813,0.197805545119394,0.119923685473857,0.650554036358678,-0.538307835304593,0.374139532533238,-2.95669291806283,-5.89191980987631,-0.861272023212078,0.368219156529246,1,-0.370523134927323,"SWCSB"
0.734985555653528,0.829399320831355,0.83949454829359,0.703461131248078,0.780179996082673,0.880559715440593,0.628026567166801,0.695687480027397,0.745352165261241,0.639244302823652,0.485537713301068,0.804017193256744,0.00137196662845129,-0.282528481354662,0.553991373558008,0.144743458655383,1,0.45013960125376,"SMRBB"
0.810870830581609,0.862490226329223,0.868531901207638,0.756358129520005,0.81579525191734,0.863745081873491,0.67700997601451,0.743617326670182,0.76192748681755,0.65498971372209,0.588694172729718,0.817991787387394,0.191000646578917,0.442955892927196,0.557335984548458,0.126793936069807,1,0.661312077676968,"SMRIB"
0.613707697002427,0.660579979603602,0.555584981444288,0.51653332378056,0.650604400131181,0.688775566346347,0.202465293396984,0.437761846886248,0.0358354830313994,0.509198746192088,0.202521398653035,0.444008096016731,NA,NA,NA,-1.77184920899996,NA,NA,"MRWIB"
0.29369318895758,0.6219286859096,0.263586162643505,0.462432690333669,0.412002774184019,0.0935636707796784,-0.394256810360071,0.218578765628656,-0.603207176699174,0.235977844585376,0.0464046505157915,0.189881503433864,NA,0.0385950903245591,NA,-Inf,NA,NA,"NFKMR"
0.55730214835558,-0.283491979250866,0.72344067385491,0.565677833651672,0.146177565170544,-0.0664727832184118,0.500614686672892,-1.51205244028085,0.454460482442294,0.321892941311782,0.569850422904059,-1.31702576821433,-1.54379789896201,NA,-0.40532317378246,-2.39198918994212,1,NA,"MREIB"
-0.217813958363328,-0.656189194377199,0.681395283236599,-0.26523920414009,-0.470072198591143,-0.4960693995985,-0.0933929336028911,-4.0261576011546,0.448334374624211,-0.0847926074008905,-0.195796758796335,-3.5681896328415,NA,NA,NA,NA,1,NA,"CLCMO"
0.216387853060412,-3.58121211001546,0.317170392133797,0.39716883571123,-0.0346587126478557,-2.66803184028988,-0.141505129151959,-8.25497168466011,-0.321871913393738,0.251083021148774,-0.132369936970242,-6.5811712100693,NA,NA,NA,-Inf,1,NA,"LDCIB"
0.533241833207722,-4.55595236684394,0.0466856687988334,0.488291296784295,-0.150996922429426,-2.10165929867293,-0.0414883076573958,-23.6751195896232,-1.27148892212458,0.169851526590772,0.440461260319092,-5.31255611828332,NA,NA,NA,-Inf,1,NA,"BTCIB"
0.606697638228839,-0.743650628926172,0.518654511981458,0.877001188098638,0.252388804126021,-0.345990935938853,0.59622938552479,-2.40090776234506,0.382182431582891,0.480418215598122,0.791967679235731,-1.0271120151288,NA,NA,NA,-Inf,1,NA,"PPCMO"
0.505902219969117,0.357436622662733,0.655126453905644,0.673855970385488,0.79685090127227,0.44700147473677,-0.00277453504311342,-0.110235395350649,0.280417495561661,0.898401543539361,0.753717899879803,0.652855898008731,NA,NA,NA,-Inf,1,0.17757363890868,"BCBMO"
-2.42058764360087,-3.68026563714172,-0.46164362040558,-0.283455414081093,0.461817153643837,-0.999835057877883,-9.16583673852337,-13.3026786892197,-3.19777872558388,0.187361551432349,-0.904587296463425,-1.11160435897904,NA,NA,NA,-Inf,1,NA,"RKCMO"
